wall,ls,paper_ls,drift_target,drift_reached,reached_ok,theta_base_opt_mrad,theta_base_modelA_mrad,theta_base_modelB_mrad,sh_frac_opt,sh_frac_modelA,sh_frac_modelB,u_top_opt_mm,disp_tp_mm
PUP2,0,1,-0.0,-2.2838780016099972e-07,True,0.0,0.00021889734876848243,-8.045529134094418e-06,,0.8432695828641826,0.0941167539691306,0.0,-0.0
PUP2,1,2,0.00278,0.0027040229016363567,True,0.01168255544020317,0.019741216273797994,0.01906966862205695,0.2153393005576479,0.6238658225196843,0.6414670024473031,-0.008786153846163342,0.06153
PUP2,2,3,0.02588,0.0256901588618468,True,0.19023073370784863,0.185680994291944,0.18123027290297108,0.4629991152540599,0.6433099415347784,0.6365711649673899,-0.4991526923076944,0.57173
PUP2,3,4,-0.02365,-0.02310928486116681,True,-0.20637533636578045,-0.1666081201589421,-0.16303574689153855,0.7622521916577987,0.6479480327893565,0.6353649893483809,0.5157923076923109,-0.52254
PUP2,4,5,0.02617,0.02569015886184679,True,0.20339265542154167,0.185680994291944,0.18123027290297108,0.48818922859878106,0.6433099415347784,0.6365711649673899,-0.5412196153846166,0.57816
PUP2,5,6,-0.02322,-0.02310928486116681,True,-0.20258451655442167,-0.1666081201589421,-0.16303574689153855,0.7414799794216296,0.6479480327893565,0.6353649893483809,0.503233076923059,-0.51293
PUP2,6,7,0.04571,0.045355451867521775,True,0.36460665152042243,0.32763198932126625,0.3199700840180417,0.5043607061027785,0.6443995249875363,0.6363083708884972,-0.9562296153846218,1.00981
PUP2,7,8,-0.04802,-0.047696667321363406,True,-0.41688671794097015,-0.3441926865290463,-0.3366390615242426,0.5650457168608871,0.6469300171427371,0.645896105677592,1.0409903846153747,-1.06089
PUP2,8,9,0.04859,0.04843897925852228,True,0.38696982571569916,0.35005465857316354,0.341973492411722,0.5202951955227898,0.6445537721898651,0.6367756242868127,-1.0188011538461568,1.07349
PUP2,9,10,-0.04746,-0.0470864661425415,True,-0.4132764042372059,-0.3398534067105613,-0.33243065651890424,0.5637999959641388,0.6469293828201147,0.6460809960448904,1.0286826923076853,-1.04855
PUP2,10,11,0.09456,0.09421765362147318,True,0.7606045727742552,0.6972014089482971,0.6844741136723914,0.5618437850965855,0.6417345932727974,0.6395576414900288,-1.997858076923071,2.0893
PUP2,11,12,-0.09428,-0.0938741994003728,True,-0.8056561523868245,-0.7006109953650793,-0.6896655228354504,0.5697326640783751,0.6545023899273874,0.6552800667841605,2.0253334615384717,-2.08304
PUP2,12,13,0.0943,0.09408335831827384,True,0.7583201262867548,0.7044946546860718,0.693300787125302,0.5846281888065349,0.6419212902247871,0.6430016873982768,-1.9955815384615303,2.08345
PUP2,13,14,-0.0977,-0.09732457769792378,True,-0.8325404600810326,-0.7436575247437172,-0.734856344693695,0.5725625191383166,0.65141109589885,0.6598185049901758,2.098446153846143,-2.15861
PUP2,14,15,0.14054,0.14034106401970506,True,1.1242380606389089,1.106995760579495,1.096847949587591,0.6482214232230192,0.6174293739228818,0.6598651820446964,-2.980860769230774,3.10499
PUP2,15,16,-0.14158,-0.1413703786212971,True,-1.192082417603609,-1.1718707511844992,-1.166594931489755,0.5903458515700725,0.6306784694454117,0.7112600746212938,3.0316580769230677,-3.12807
PUP2,16,17,0.14055,0.14037682385687483,True,1.1203898179691882,1.1538850214301914,1.1478778936979217,0.6621020751176409,0.6358176341495801,0.7427820701337223,-2.9852973076922997,3.10519
PUP2,17,18,-0.14065,-0.14020275938949514,True,-1.1786729161558032,-1.2214782622656841,-1.221012580136222,0.6610473426957898,0.5997594892761677,0.724253101587604,3.013792692307688,-3.10756
PUP2,18,19,0.1909,0.19043494722923424,True,1.5080707549057173,1.67357160945471,1.6714593555789479,0.656875508626442,0.6612362289291641,0.7550473291953814,-4.060951666666655,4.2177
PUP2,19,20,-0.18736,-0.18740799602798702,True,-1.556880814365394,-1.7246896502922195,-1.7281120454023615,0.6446833351704392,0.6977924978856713,0.7705180059470351,4.014391666666678,-4.13952
PUP2,20,21,0.19181,0.19175127033134223,True,1.5009920562406278,1.745802118830777,1.7460791482867184,0.6940116501032383,0.7860150705310578,0.8339181310791993,-4.076078749999991,4.2378
PUP2,21,22,-0.18759,-0.18755442779892814,True,-1.543532356352548,-1.7910860891873415,-1.7971476552545096,0.652161723557107,0.5378170685962429,0.7517660603619696,4.026444583333334,-4.14466
PUP2,22,23,0.23399,0.23399415595273185,True,1.8320537158359627,2.2004758967703335,2.203173280638962,0.46818833555622497,0.6870221583225866,0.6958588466029146,-4.988341250000006,5.16971
PUP2,23,24,-0.23638,-0.23610363269234402,True,-1.902042489377256,-2.296089389354895,-2.304865100811158,0.8217230726326596,0.3949101340008371,0.6955137123121766,5.075265416666688,-5.22262
PUP2,24,25,0.23276,0.23277444066002181,True,1.8179457523661637,2.2219642932675807,2.223904648303312,0.4527726988111079,0.6914288495342173,0.8392766019590214,-4.948727499999992,5.14263
PUP2,25,26,-0.23397,-0.23378931788782017,True,-1.8653612095685246,-2.3215907571914056,-2.332812418741565,0.8192680755212516,0.21323719145912373,0.6636971217872537,5.041910000000024,-5.16934
PUP2,26,27,0.28078,0.2807172992951415,True,2.171694151279533,2.6717216253600466,2.67624123783737,0.4532560135952965,0.6696712907467636,0.8628312631229141,-5.967846249999993,6.20343
PUP2,27,28,-0.27621,-0.2762060188870642,True,-2.1925363657913404,-2.7434380037104726,-2.7567820681990622,0.7451152356891856,0.1869653788424782,0.7514462458426983,5.981773750000008,-6.10246
PUP2,28,29,0.27526,0.275086646802432,True,2.114162660841154,2.6139777659577277,2.6189832067362113,0.4754636079866842,0.6691708174618043,0.8658992053700314,-5.828142916666667,6.08149
PUP2,29,30,-0.2777,-0.2771983614645238,True,-2.1942345020253327,-2.7586726433519884,-2.7718791826856344,0.698917262983799,0.15730506263104996,0.6129490375917092,6.052944583333345,-6.13552
PUP2,30,31,0.37848,0.3780226424427725,True,2.7444709598870594,3.6528705537432318,3.660965118538452,0.5186716478008309,0.6646713169204733,0.8866689888805701,-8.026624583333325,8.36218
PUP2,31,32,-0.37991,-0.3797809244345672,True,-2.943382064972826,-3.7594370711167384,-3.7781798324587528,0.2884310502003299,0.11697915139466335,0.3103230875072998,8.257002083333361,-8.3937
PUP2,32,33,0.4145,0.41442686149807856,True,2.6364361996051318,4.03024149737625,4.038623023121194,0.9356811949933624,0.6569711205207857,0.8937839702967874,-8.806248749999991,9.15798
PUP2,33,34,-0.37903,-0.37899185459100093,True,-3.189582900503683,-3.7443970308330274,-3.7641507435291235,0.4357626025288491,0.09936060125734254,0.25943414190337477,8.398599166666676,-8.37425
