wall,ls,paper_ls,drift_target,drift_reached,reached_ok,theta_base_opt_mrad,theta_base_modelA_mrad,theta_base_modelB_mrad,sh_frac_opt,sh_frac_modelA,sh_frac_modelB,u_top_opt_mm,disp_tp_mm
PUP3,0,1,-0.0,-2.2938078184576704e-07,True,-0.024142720204872663,0.0004915254168876692,-8.077368610234364e-06,0.01635407008606674,0.6845124994105599,0.09420439752889458,0.041098725961560806,-0.0
PUP3,1,2,0.04985,0.04962877039277462,True,0.4773115364264415,0.41350922783148525,0.40548094756936215,0.1619751941873551,0.3980167852419848,0.40126287509304115,-0.9498912740384626,1.10583
PUP3,2,3,0.07515,0.07494496539011297,True,0.6929763364980497,0.6304296949364177,0.620067594457669,0.1592698934486173,0.39793979732128226,0.4018759690418757,-1.4484916586538334,1.66719
PUP3,3,4,0.04847,0.04895027419524922,True,0.4693579640996971,0.40828429022244744,0.4005647289466559,0.2113494617868422,0.3980888918530431,0.4016834355357175,-0.925890889423089,1.07526
PUP3,4,5,0.07613,0.07566771051994615,True,0.7026728068895844,0.6367933324696711,0.6263846002322977,0.1670677280989068,0.39790775886342156,0.4018751369530447,-1.4698851201923167,1.68882
PUP3,5,6,0.02764,0.02790547606667127,True,0.2920406622868329,0.23226188584233254,0.22748958345480336,0.7540027150309243,0.39753774293361166,0.40161682808664584,-0.5149770432692207,0.61314
PUP3,6,7,0.09702,0.09657269334585211,True,0.8814906478110565,0.826608760724751,0.8148770586911178,0.23693529119730442,0.396637019115319,0.40103625766442,-1.8811647355769048,2.15223
PUP3,7,8,0.00372,0.003930651697008881,True,0.08791703468713442,0.027401828022059545,0.025466524988906884,0.6752634169382234,0.39894078392214133,0.40394827148722035,-0.0436624278846125,0.08246
PUP3,8,9,0.09523,0.09478618784115671,True,0.8676550184713452,0.8109727417075343,0.7994541676740085,0.23559566037786894,0.39673715812567617,0.4011574773006717,-1.8465193509615467,2.11264
PUP3,9,10,0.00337,0.003752451385168932,True,0.08747884697651684,0.016267810075118672,0.013135499024009905,0.6817114161754857,0.4004447023344235,0.403344567073004,-0.037497427884610114,0.0747
PUP3,10,11,0.13981,0.13933987916687474,True,1.2522231131648653,1.2382410506183301,1.2241295709064481,0.2874460760051944,0.3955060819469752,0.38490284031860744,-2.7305793509615364,3.10146
PUP3,11,12,-0.04422,-0.04380454265932685,True,-0.33107168992753977,-0.42895746555356296,-0.4294424470538287,0.4583603310717074,0.376675547011399,0.3229803950652306,0.9076783413461651,-0.98095
PUP3,12,13,0.13916,0.13864880956385936,True,1.2513308573820998,1.2353168387140683,1.2214973741778605,0.28338769114062795,0.3959089754990361,0.3834091287137948,-2.7191593509615237,3.08697
PUP3,13,14,-0.04402,-0.043787665738421716,True,-0.32778222386645145,-0.47113056784815877,-0.4731597908289193,0.4671811171826481,0.4146536078367631,0.4104987237668375,0.9028929567307841,-0.97643
PUP3,14,15,0.18175,0.18143570195640588,True,1.6207704493100803,1.6595536756814104,1.6435510824534956,0.31803533635108494,0.3974236848006945,0.3711261728414319,-3.57267858173077,4.03183
PUP3,15,16,-0.08756,-0.0871940372913311,True,-0.7314452714016051,-0.9272602181874535,-0.9278629434494031,0.4090916130264193,0.39492019520365673,0.45276849314930795,1.7774360336538406,-1.94237
PUP3,16,17,0.18343,0.18303488659357325,True,1.6381013573005403,1.677098006656329,1.6619109252609394,0.31605379638802744,0.3985660070032189,0.3742012678646483,-3.6053478125,4.06909
PUP3,17,18,-0.08679,-0.08624471314707695,True,-0.7255639252835454,-0.9558530360765467,-0.9566002161648198,0.414174539563929,0.3887346587131055,0.42304370728505303,1.762552187500003,-1.92522
PUP3,18,19,0.23036,0.2298799063719978,True,2.059709957976793,2.150203819251586,2.1337633326090972,0.3284503455553942,0.33027447209848093,0.3668660530309745,-4.550568966346157,5.11014
PUP3,19,20,-0.13053,-0.13006602910005943,True,-1.1399978829450956,-1.4213231727594449,-1.421098479628184,0.3987948486497535,0.664485577568197,0.48153074618606395,2.6436841105769417,-2.89569
PUP3,20,21,0.22707,0.2267388638748138,True,2.0283768438265137,2.117987697801675,2.1039608231879834,0.3324167683595358,0.338846534220664,0.3798690345647344,-4.4831031971153985,5.03723
PUP3,21,22,-0.12886,-0.12846159396154874,True,-1.1256461221904068,-1.4310716760320652,-1.4311910562108638,0.4244516841117162,0.7008790993371494,0.48176942461520406,2.610796418269229,-2.85854
PUP3,22,23,0.27293,0.27262886727217195,True,2.4513543320391156,2.5821190468869624,2.5693350725867417,0.35143350354710073,0.3372231751143239,0.38380937301045304,-5.405250889423068,6.05453
PUP3,23,24,-0.1762,-0.17585657573986185,True,-1.5765776308832693,-1.9361318216471581,-1.9357229514656693,0.4089918175234499,0.5183104425828801,0.48867981003572303,3.570815264423063,-3.90876
PUP3,24,25,0.27532,0.27498707076734064,True,2.481380171537636,2.604186543493813,2.5939285759792243,0.35041933447096435,0.3452611717281098,0.40202583629710714,-5.45164473557693,6.10752
PUP3,25,26,-0.17635,-0.17598682714363653,True,-1.5792731325993024,-1.9703905413359595,-1.9689992037820783,0.41622151615049663,0.8428830562417531,0.5054648130013972,3.5745583413461692,-3.91198
PUP3,26,27,0.32191,0.3216945299535528,True,2.933044876156722,3.0709640450748337,3.0635198269788546,0.356268767332002,0.3354341221981987,0.61821707196197,-6.391656658653845,7.1411
PUP3,27,28,-0.22085,-0.220338562391878,True,-2.0198140926999613,-2.4547509092954325,-2.451336171632498,0.42102523132712,0.6010173120130003,0.6502317240173165,4.470204110576926,-4.89931
PUP3,28,29,0.31937,0.31897623354157734,True,2.9073136470454575,3.0336704203712026,3.0294134558739287,0.3594988097869348,0.3365473667027173,0.8308958743916828,-6.340173966346144,7.08487
PUP3,29,30,-0.22203,-0.2215922096341197,True,-2.0315384583551777,-2.4747322668643266,-2.4722568299692185,0.42719967886315735,0.5464054510978209,0.631885170799691,4.495620264423075,-4.92536
PUP3,30,31,0.41749,0.4171508793575464,True,3.8629367502676883,4.032563244409012,4.0296909042275635,0.3685505344626113,0.42595458114665957,0.500841021433989,-8.321356274038449,9.26135
PUP3,31,32,-0.3122,-0.31187648067712936,True,-2.9130367014567033,-3.4002328647838675,-3.39832609246855,0.4341053229579985,0.5585862790507723,0.5466887096363945,6.316641033653864,-6.9258
PUP3,32,33,0.40571,0.40541427085523796,True,3.746242270898416,3.91355413222874,3.9099464677431843,0.3738791070226496,0.41449794621712854,0.49883493311123517,-8.0847631971154,9.00014
PUP3,33,34,-0.31208,-0.3116290559505371,True,-2.9095474670067754,-3.395929150798944,-3.394625528080191,0.43992638014942165,0.556661426909901,0.5420661788964228,6.3162160336538555,-6.92295
PUP3,34,35,0.58654,0.5863161428375951,True,5.502838423241484,5.750956242643756,5.747404047117917,0.4248244807419331,0.3284664980813347,0.5601240760987036,-11.744513581730764,13.01163
PUP3,35,36,-0.48918,-0.48867712948875447,True,-4.63592393128606,-5.203057844384462,-5.202732130260289,0.45175667672110187,0.6166645718601239,0.525790284991538,9.900880264423078,-10.85166
PUP3,36,37,0.58722,0.5869081774919934,True,5.5075484494702875,5.756200696607123,5.751933118133607,0.460173529642983,0.31563235075265283,0.5579759584553431,-11.767067812499995,13.02667
PUP3,37,38,-0.49401,-0.4935766665529413,True,-4.671616168202493,-5.244591192543871,-5.247421617663865,0.4628803107949302,0.6330671180217338,0.4731241391679205,10.005389495192293,-10.95889
PUP3,38,39,0.76685,0.7663429370417513,True,7.355485286258811,7.588096027563074,7.58435047388427,0.25703970155428085,0.3065740359435512,0.5637955389043131,-15.429388197115372,17.01141
PUP3,39,40,-0.67524,-0.6749661298939463,True,-6.361632915795806,-7.0918129652147375,-7.096819882925392,0.35497378283345726,0.6972000652867482,0.8336473327358742,13.696784495192311,-14.97927
PUP3,40,41,0.76543,0.7651097828286186,True,8.017067016190065,7.578991816555099,7.574766699993672,0.1975216799443932,0.31357522003199906,0.5583067783441285,-15.37266781249998,16.97995
PUP3,41,42,-0.67808,-0.6777809178044986,True,-5.738137130421992,-7.115974568536517,-7.121901733901469,0.559907863288404,0.7653366278933315,0.7728332212550212,13.808306802884617,-15.04234
PUP3,42,43,0.89334,0.8930862168928292,True,9.721950667338206,8.88512466177968,8.881319330185452,0.12173281525632525,0.30750951590969644,0.5630114718803664,-17.823442427884608,19.81748
